FID,meetwaarde_identificatie,monprog_naam,meetpunt_identificatie,geometriepunt_x,geometriepunt_y,monster_identificatie,compartiment_code,bemonsteringsmethode_code,veldapparaat_code,monsternemingsdatum,monsternemingstijd,monster_tijdutcoffset,referentiehorizontaal_code,grootheid_code,parameter_groep,parameter_omschrijving,eenheid_code,hoedanigheid_code,waardebewerkingsmethode_code,waardebepalingsmethode_code,begindatum,begintijd,meetwaarde_tijdutcoffset,resultaatdatum,resultaatutcoffset,limietsymbool,numeriekewaarde,alfanumeriekewaarde,kwaliteitsoordeel_code,the_geom
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-6b62,RWS2005_OESTGDN14_1606,RWS-boxcore historie,KLAVERBANK_OV,2.86276,54.082588,RWS2005_OESTGDN14,BS,"Essink, 1991",Box-corer,07-04-05,14:45:00,2,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",07-04-05,14:45:00,2,07-04-05,2,,12.8,,0,POINT (2.8627600000000006 54.0825880368717)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-6ac2,RWS2005_OESTGDN19_1763,RWS-boxcore historie,OESTERGR_OV,2.998583,54.49927,RWS2005_OESTGDN19,BS,"Essink, 1991",Box-corer,06-04-05,07:35:00,2,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-04-05,07:35:00,2,06-04-05,2,,12.8,,0,POINT (2.998583 54.49927003634567)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-6a79,RWS2005_OESTGDN21_1836,RWS-boxcore historie,OESTERGR_OV,4.998618,54.99931,RWS2005_OESTGDN21,BS,"Essink, 1991",Box-corer,30-03-05,07:00:00,2,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",30-03-05,07:00:00,2,30-03-05,2,,12.8,,0,POINT (4.998618 54.999310035691444)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-695d,RWS2005_TERSLG4_2110,RWS-boxcore historie,NZKUSTZONE,5.149228,53.414536,RWS2005_TERSLG4,BS,"Essink, 1991",Box-corer,17-03-05,10:15:00,1,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",17-03-05,10:15:00,1,17-03-05,1,,12.8,,0,POINT (5.149227999999999 53.41453603767681)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-6918,RWS2005_VOORDTA4_2177,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS2005_VOORDTA4,BS,"Essink, 1991",Box-corer,21-03-05,12:55:00,1,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",21-03-05,12:55:00,1,21-03-05,1,,64.1,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-68e7,RWS2005_WADDKT02_2226,RWS-boxcore historie,KUSTZONE_OV,5.825629,53.610383,RWS2005_WADDKT02,BS,"Essink, 1991",Box-corer,17-03-05,14:30:00,1,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",17-03-05,14:30:00,1,17-03-05,1,,51.3,,0,POINT (5.825629000000001 53.610383037445786)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-685c,RWS2006_BREEVTN09_841,RWS-boxcore historie,OFFSHORE_OV,3.390306,53.064505,RWS2006_BREEVTN09,BS,"Essink, 1991",Box-corer,14-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-03-06,,NaN,14-03-06,NaN,,12.8,,0,POINT (3.3903059999999994 53.064505038079)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-6811,RWS2006_BREEVTN34_883,RWS-boxcore historie,OESTERGR_OV,3.494739,53.499243,RWS2006_BREEVTN34,BS,"Essink, 1991",Box-corer,14-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-03-06,,NaN,14-03-06,NaN,,12.8,,0,POINT (3.4947389999999996 53.49924303757741)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-67f3,RWS2006_DOGGBK02_2014,RWS-boxcore historie,DOGGBANK,3.640244,55.165967,RWS2006_DOGGBK02,BS,"Essink, 1991",Box-corer,06-04-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-04-06,,NaN,06-04-06,NaN,,38.5,,0,POINT (3.6402440000000005 55.16596703546806)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-67d6,RWS2006_DOGGBK03_1979,RWS-boxcore historie,DOGGBANK,3.49857,55.249301,RWS2006_DOGGBK03,BS,"Essink, 1991",Box-corer,06-04-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-04-06,,NaN,06-04-06,NaN,,12.8,,0,POINT (3.4985699999999995 55.249301035355394)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-67b5,RWS2006_DOGGBK04_1839,RWS-boxcore historie,DOGGBANK,3.231909,54.910953,RWS2006_DOGGBK04,BS,"Essink, 1991",Box-corer,05-04-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-04-06,,NaN,05-04-06,NaN,,51.3,,0,POINT (3.231909 54.91095303580882)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-6733,RWS2006_EGMAZE1_1639,RWS-boxcore historie,KUSTZONE_OV,4.607016,52.62006,RWS2006_EGMAZE1,BS,"Essink, 1991",Box-corer,30-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",30-03-06,,NaN,30-03-06,NaN,,25.6,,0,POINT (4.607015999999999 52.62006003856939)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-65e4,RWS2006_FRIESFT15_1373,RWS-boxcore historie,FRIESEFR,4.373651,53.482585,RWS2006_FRIESFT15,BS,"Essink, 1991",Box-corer,16-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",16-03-06,,NaN,16-03-06,NaN,,51.3,,0,POINT (4.373651000000001 53.48258503759703)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-656e,RWS2006_HOLLSKT04_1616,RWS-boxcore historie,KUSTZONE_OV,4.498676,52.749229,RWS2006_HOLLSKT04,BS,"Essink, 1991",Box-corer,30-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",30-03-06,,NaN,30-03-06,NaN,,38.5,,0,POINT (4.498676000000001 52.74922903842924)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-6559,RWS2006_NOORDWK10_702,RWS-boxcore historie,KUSTZONE_OV,4.298962,52.293935,RWS2006_NOORDWK10,BS,"Essink, 1991",Box-corer,13-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",13-03-06,,NaN,13-03-06,NaN,,12.8,,0,POINT (4.298962 52.29393503891435)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-6537,RWS2006_NOORDWK30_720,RWS-boxcore historie,OFFSHORE_OV,4.046731,52.386713,RWS2006_NOORDWK30,BS,"Essink, 1991",Box-corer,13-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",13-03-06,,NaN,13-03-06,NaN,,12.8,,0,POINT (4.046730999999999 52.386713038817504)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-6527,RWS2006_NOORDWK50_736,RWS-boxcore historie,OFFSHORE_OV,3.783944,52.474213,RWS2006_NOORDWK50,BS,"Essink, 1991",Box-corer,13-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",13-03-06,,NaN,13-03-06,NaN,,153.8,,0,POINT (3.783944000000001 52.47421303872523)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-64bf,RWS2006_OESTGDN04_503,RWS-boxcore historie,OESTERGR_OV,4.378592,55.30598,RWS2006_OESTGDN04,BS,"Essink, 1991",Box-corer,09-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",09-03-06,,NaN,09-03-06,NaN,,51.3,,0,POINT (4.378592 55.30598003527838)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-647e,RWS2006_OESTGDN06_1712,RWS-boxcore historie,OESTERGR_OV,3.70693,54.649283,RWS2006_OESTGDN06,BS,"Essink, 1991",Box-corer,05-04-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-04-06,,NaN,05-04-06,NaN,,12.8,,0,POINT (3.7069300000000003 54.64928303615197)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-61e7,RWS2006_TERSLG30_53,RWS-boxcore historie,OFFSHORE_OV,4.936717,53.614818,RWS2006_TERSLG30,BS,"Essink, 1991",Box-corer,07-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",07-03-06,,NaN,07-03-06,NaN,,435.9,,0,POINT (4.936717000000001 53.61481803744053)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-61d1,RWS2006_TERSLG4_35,RWS-boxcore historie,NZKUSTZONE,5.149228,53.414258,RWS2006_TERSLG4,BS,"Essink, 1991",Box-corer,07-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",07-03-06,,NaN,07-03-06,NaN,,320.5,,0,POINT (5.149228000000001 53.414258037677136)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-61ba,RWS2006_TERSLG50_159,RWS-boxcore historie,FRIESEFR,4.766152,53.767043,RWS2006_TERSLG50,BS,"Essink, 1991",Box-corer,07-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",07-03-06,,NaN,07-03-06,NaN,,12.8,,0,POINT (4.766151999999999 53.767043037257984)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-6187,RWS2006_VOORDTA5_1465,RWS-boxcore historie,VOORDELTA,3.917852,51.921419,RWS2006_VOORDTA5,BS,"Essink, 1991",Box-corer,28-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",28-03-06,,NaN,28-03-06,NaN,,423.1,,0,POINT (3.917852000000001 51.92141903929253)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-6170,RWS2006_WADDKT02_273,RWS-boxcore historie,KUSTZONE_OV,5.825629,53.610383,RWS2006_WADDKT02,BS,"Essink, 1991",Box-corer,08-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",08-03-06,,NaN,08-03-06,NaN,,25.6,,0,POINT (5.825629000000001 53.610383037445786)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-615d,RWS2006_WADDKT03_293,RWS-boxcore historie,NZKUSTZONE,5.996746,53.542049,RWS2006_WADDKT03,BS,"Essink, 1991",Box-corer,08-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",08-03-06,,NaN,08-03-06,NaN,,25.6,,0,POINT (5.996746 53.54204903752688)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-614b,RWS2006_WADDKT04_255,RWS-boxcore historie,NZKUSTZONE,5.628682,53.504544,RWS2006_WADDKT04,BS,"Essink, 1991",Box-corer,08-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",08-03-06,,NaN,08-03-06,NaN,,38.5,,0,POINT (5.628682 53.50454403757117)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-612f,RWS2006_WADDKT06_312,RWS-boxcore historie,NZKUSTZONE,6.184807,53.537606,RWS2006_WADDKT06,BS,"Essink, 1991",Box-corer,08-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",08-03-06,,NaN,08-03-06,NaN,,76.9,,0,POINT (6.184807 53.53760603753212)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-611d,RWS2006_WADDKT07_342,RWS-boxcore historie,KUSTZONE_OV,6.105635,53.623997,RWS2006_WADDKT07,BS,"Essink, 1991",Box-corer,08-03-06,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",08-03-06,,NaN,08-03-06,NaN,,51.3,,0,POINT (6.105635 53.62399703742959)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-60e1,RWS2007_BREEVTN03_1921,RWS-boxcore historie,OFFSHORE_OV,4.440884,53.187021,RWS2007_BREEVTN03,BS,"Essink, 1991",Box-corer,29-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",29-03-07,,NaN,29-03-07,NaN,,25.6,,0,POINT (4.440884 53.18702103793979)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-602a,RWS2007_BREEVTN20_719,RWS-boxcore historie,OFFSHORE_OV,4.162567,52.384769,RWS2007_BREEVTN20,BS,"Essink, 1991",Box-corer,09-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",09-03-07,,NaN,09-03-07,NaN,,12.8,,0,POINT (4.162567000000001 52.384769038819556)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5fd4,RWS2007_DOGGBK02_315,RWS-boxcore historie,DOGGBANK,3.640244,55.165967,RWS2007_DOGGBK02,BS,"Essink, 1991",Box-corer,07-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",07-03-07,,NaN,07-03-07,NaN,,51.3,,0,POINT (3.6402440000000005 55.16596703546806)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5e34,RWS2007_FRIESFT12_1736,RWS-boxcore historie,OESTERGR_OV,3.87196,53.85787,RWS2007_FRIESFT12,BS,"Essink, 1991",Box-corer,29-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",29-03-07,,NaN,29-03-07,NaN,,51.3,,0,POINT (3.8719599999999996 53.85787003714788)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5d96,RWS2007_HOLLSKT03_753,RWS-boxcore historie,KUSTZONE_OV,4.529238,52.546445,RWS2007_HOLLSKT03,BS,"Essink, 1991",Box-corer,13-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",13-03-07,,NaN,13-03-07,NaN,,12.8,,0,POINT (4.529238 52.54644503864835)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5d50,RWS2007_NOORDWK50_690,RWS-boxcore historie,OFFSHORE_OV,3.783944,52.474213,RWS2007_NOORDWK50,BS,"Essink, 1991",Box-corer,09-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",09-03-07,,NaN,09-03-07,NaN,,128.2,,0,POINT (3.783944000000001 52.47421303872523)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5cf1,RWS2007_OESTGDN04_338,RWS-boxcore historie,OESTERGR_OV,4.378592,55.30598,RWS2007_OESTGDN04,BS,"Essink, 1991",Box-corer,08-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",08-03-07,,NaN,08-03-07,NaN,,38.5,,0,POINT (4.378592 55.30598003527838)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5cb2,RWS2007_OESTGDN06_652,RWS-boxcore historie,OESTERGR_OV,3.70693,54.649283,RWS2007_OESTGDN06,BS,"Essink, 1991",Box-corer,08-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",08-03-07,,NaN,08-03-07,NaN,,25.6,,0,POINT (3.7069300000000003 54.64928303615197)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5c75,RWS2007_OESTGDN08_615,RWS-boxcore historie,OESTERGR_OV,3.498588,54.749284,RWS2007_OESTGDN08,BS,"Essink, 1991",Box-corer,08-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",08-03-07,,NaN,08-03-07,NaN,,76.9,,0,POINT (3.498588 54.74928403602163)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5afd,RWS2007_OESTGDN21_223,RWS-boxcore historie,OESTERGR_OV,4.998618,54.99931,RWS2007_OESTGDN21,BS,"Essink, 1991",Box-corer,07-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",07-03-07,,NaN,07-03-07,NaN,,25.6,,0,POINT (4.998618 54.999310035691444)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5a1b,RWS2007_TERSLG4_1909,RWS-boxcore historie,NZKUSTZONE,5.149228,53.414258,RWS2007_TERSLG4,BS,"Essink, 1991",Box-corer,29-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",29-03-07,,NaN,29-03-07,NaN,,12.8,,0,POINT (5.149228000000001 53.414258037677136)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-59e4,RWS2007_VOORDTA4_1963,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS2007_VOORDTA4,BS,"Essink, 1991",Box-corer,18-04-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",18-04-07,,NaN,18-04-07,NaN,,294.9,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-59aa,RWS2007_WADDKT03_42,RWS-boxcore historie,NZKUSTZONE,5.996746,53.542049,RWS2007_WADDKT03,BS,"Essink, 1991",Box-corer,06-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-03-07,,NaN,06-03-07,NaN,,38.5,,0,POINT (5.996746 53.54204903752688)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5987,RWS2007_WADDKT06_64,RWS-boxcore historie,NZKUSTZONE,6.184807,53.537606,RWS2007_WADDKT06,BS,"Essink, 1991",Box-corer,06-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-03-07,,NaN,06-03-07,NaN,,12.8,,0,POINT (6.184807 53.53760603753212)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5976,RWS2007_WADDKT07_85,RWS-boxcore historie,KUSTZONE_OV,6.105635,53.623997,RWS2007_WADDKT07,BS,"Essink, 1991",Box-corer,06-03-07,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-03-07,,NaN,06-03-07,NaN,,64.1,,0,POINT (6.105635 53.62399703742959)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5936,RWS2008_BREEVTN04_507,RWS-boxcore historie,OFFSHORE_OV,4.304772,53.098961,RWS2008_BREEVTN04,BS,"Essink, 1991",Box-corer,18-03-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",18-03-08,,NaN,18-03-08,NaN,,25.6,,0,POINT (4.304772000000001 53.09896103804002)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-590a,RWS2008_BREEVTN06_446,RWS-boxcore historie,OFFSHORE_OV,4.229223,52.821451,RWS2008_BREEVTN06,BS,"Essink, 1991",Box-corer,17-03-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",17-03-08,,NaN,17-03-08,NaN,,25.6,,0,POINT (4.229222999999999 52.82145103835005)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-58f2,RWS2008_BREEVTN07_234,RWS-boxcore historie,OFFSHORE_OV,3.840326,52.760333,RWS2008_BREEVTN07,BS,"Essink, 1991",Box-corer,06-03-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-03-08,,NaN,06-03-08,NaN,,166.7,,0,POINT (3.8403260000000006 52.760333038417116)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-58a6,RWS2008_BREEVTN13_253,RWS-boxcore historie,BRUINEBANK,3.498651,52.749218,RWS2008_BREEVTN13,BS,"Essink, 1991",Box-corer,06-03-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-03-08,,NaN,06-03-08,NaN,,12.8,,0,POINT (3.498651 52.74921803842926)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-586a,RWS2008_BREEVTN20_41,RWS-boxcore historie,OFFSHORE_OV,4.162567,52.384769,RWS2008_BREEVTN20,BS,"Essink, 1991",Box-corer,04-03-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",04-03-08,,NaN,04-03-08,NaN,,25.6,,0,POINT (4.162567000000001 52.384769038819556)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-585c,RWS2008_BREEVTN21_128,RWS-boxcore historie,OFFSHORE_OV,3.714789,51.999197,RWS2008_BREEVTN21,BS,"Essink, 1991",Box-corer,05-03-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-03-08,,NaN,05-03-08,NaN,,12.8,,0,POINT (3.714789 51.999197039215)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5819,RWS2008_BREEVTN27_468,RWS-boxcore historie,OFFSHORE_OV,3.915598,52.997286,RWS2008_BREEVTN27,BS,"Essink, 1991",Box-corer,18-03-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",18-03-08,,NaN,18-03-08,NaN,,25.6,,0,POINT (3.9155979999999997 52.99728603815464)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-57a1,RWS2008_DOGGBK05_1446,RWS-boxcore historie,DOGGBANK,3.081903,54.950953,RWS2008_DOGGBK05,BS,"Essink, 1991",Box-corer,10-04-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",10-04-08,,NaN,10-04-08,NaN,,12.8,,0,POINT (3.0819029999999996 54.95095303575578)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-56b7,RWS2008_FRIESFT07_1247,RWS-boxcore historie,FRIESEFR,4.790314,53.921493,RWS2008_FRIESFT07,BS,"Essink, 1991",Box-corer,09-04-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",09-04-08,,NaN,09-04-08,NaN,,12.8,,0,POINT (4.790314 53.921493037070206)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5602,RWS2008_FRIESFT14_1173,RWS-boxcore historie,OFFSHORE_OV,4.956993,53.665931,RWS2008_FRIESFT14,BS,"Essink, 1991",Box-corer,09-04-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",09-04-08,,NaN,09-04-08,NaN,,12.8,,0,POINT (4.956992999999999 53.66593103737951)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-55e5,RWS2008_FRIESFT15_541,RWS-boxcore historie,FRIESEFR,4.373651,53.482585,RWS2008_FRIESFT15,BS,"Essink, 1991",Box-corer,18-03-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",18-03-08,,NaN,18-03-08,NaN,,12.8,,0,POINT (4.373651000000001 53.48258503759703)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-559c,RWS2008_HOLLSKT02_1011,RWS-boxcore historie,NZKUSTZONE,4.665344,52.832567,RWS2008_HOLLSKT02,BS,"Essink, 1991",Box-corer,07-04-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",07-04-08,,NaN,07-04-08,NaN,,217.9,,0,POINT (4.665343999999999 52.83256703833777)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5591,RWS2008_HOLLSKT03_410,RWS-boxcore historie,KUSTZONE_OV,4.529238,52.546445,RWS2008_HOLLSKT03,BS,"Essink, 1991",Box-corer,07-03-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",07-03-08,,NaN,07-03-08,NaN,,12.8,,0,POINT (4.529238 52.54644503864835)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-5551,RWS2008_NOORDWK2_6,RWS-boxcore historie,KUSTZONE_OV,4.404243,52.259212,RWS2008_NOORDWK2,BS,"Essink, 1991",Box-corer,04-03-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",04-03-08,,NaN,04-03-08,NaN,,25.6,,0,POINT (4.404243 52.259212038950324)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d71f87_-54ca,RWS2008_OESTGDN04_779,RWS-boxcore historie,OESTERGR_OV,4.378592,55.30598,RWS2008_OESTGDN04,BS,"Essink, 1991",Box-corer,19-03-08,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",19-03-08,,NaN,19-03-08,NaN,,12.8,,0,POINT (4.378592 55.30598003527838)
